,X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE
1183755,2.01504302009e+13,-77.03595,38.92415,KDOX,V0,75,275,10,40,0.5
1183756,2.01504302009e+13,-77.03749,38.92003,KIAD,C5,25,113,10,40,0.5
1183779,2.01504302011e+13,-77.04544,38.91251,KDCA,F3,10,337,10,40,0.5
1183782,2.01504302011e+13,-77.04099,38.91346,KADW,B3,16,325,10,60,0.5
1183809,2.01504302013e+13,-77.04487,38.91698,KBWI,I3,22,242,30,70,0.5
1183836,2.01504302015e+13,-77.0571,38.92663,KIAD,C5,24,113,20,60,0.5
1183859,2.01504302017e+13,-77.06394,38.9288,KLWX,Y5,20,98,20,30,0.5
1183881,2.01504302017e+13,-77.065,38.92387,KDCA,F3,11,334,30,60,0.5
1183883,2.01504302017e+13,-77.06352,38.92126,KADW,B3,17,323,50,70,0.5
1183896,2.01504302019e+13,-77.05594,38.93414,KBWI,I3,22,245,20,80,0.5
1183904,2.01504302019e+13,-77.07857,38.92647,KDOX,W0,77,275,10,60,0.5
1183905,2.01504302019e+13,-77.07857,38.92647,KDOX,W0,77,275,10,60,0.5
1183928,2.01504302021e+13,-77.0734,38.9394,KIAD,C5,23,112,10,70,0.5
1183943,2.01504302022e+13,-77.08412,38.93668,KLWX,Y5,19,97,10,30,0.5
1183975,2.01504302023e+13,-77.08628,38.934,KDCA,F3,12,331,10,50,0.5
1183979,2.01504302023e+13,-77.08697,38.92809,KADW,B3,18,321,20,50,0.5
1183981,2.01504302024e+13,-77.09762,38.95026,KDOX,W0,78,276,0,10,0.5
1183982,2.01504302024e+13,-77.09762,38.95026,KDOX,W0,78,276,0,10,0.5
1183995,2.01504302025e+13,-77.07886,38.9331,KBWI,I3,23,246,10,60,0.5
1184019,2.01504302027e+13,-77.10453,38.94399,KLWX,Y5,18,96,0,20,0.5
1184039,2.01504302027e+13,-77.09317,38.94572,KIAD,C5,22,112,0,60,0.5
1184057,2.01504302029e+13,-77.10505,38.94478,KDCA,F3,13,329,20,30,0.5
1184061,2.01504302029e+13,-77.10046,38.94102,KADW,B3,19,321,10,40,0.5
1184145,2.01504302035e+13,-77.12054,38.95693,KDCA,F3,14,328,0,80,0.5
1184173,2.01504302036e+13,-77.09186,38.95787,KBWI,I3,23,250,10,70,0.5
1184176,2.01504302037e+13,-77.10254,38.96489,KLWX,Y5,18,92,0,30,0.5
1184202,2.01504302039e+13,-77.10462,38.96919,KIAD,C5,21,109,0,20,0.5
1184226,2.01504302041e+13,-77.11745,38.97773,KDCA,F3,15,331,0,20,0.5
1184229,2.01504302041e+13,-77.11513,38.97444,KADW,B3,21,323,0,40,0.5
1184233,2.01504302042e+13,-77.1239,38.96554,KLWX,Y5,17,92,20,20,0.5
1184251,2.01504302042e+13,-77.09753,38.97051,KBWI,I3,23,252,0,60,0.5
1184280,2.01504302045e+13,-77.12012,38.98575,KIAD,C5,20,107,30,60,0.5
1184310,2.01504302047e+13,-77.11745,38.97773,KDCA,F3,15,331,30,70,0.5
1184312,2.01504302047e+13,-77.12805,38.98773,KADW,B3,22,323,10,50,0.5
1184339,2.01504302048e+13,-77.12315,38.97861,KBWI,I3,24,254,40,80,0.5
1184376,2.01504302051e+13,-77.13849,38.99599,KIAD,C5,19,106,30,50,0.5
1184403,2.01504302053e+13,-77.13817,38.98763,KDCA,F3,16,329,0,40,0.5
1184454,2.01504302056e+13,-77.15104,39.02644,KLWX,Y5,16,79,0,40,0.5
1184521,2.01504302059e+13,-77.16027,39.01619,KDCA,F3,18,329,0,20,0.5
1184525,2.01504302059e+13,-77.16098,39.01004,KADW,B3,24,322,10,70,0.5
1184553,2.01504302101e+13,-77.17315,39.0276,KLWX,Y5,15,78,30,30,0.5
1184605,2.01504302103e+13,-77.15733,39.2502,KIAD,B9,20,60,0,20,0.5
1184606,2.01504302103e+13,-77.17085,39.03421,KIAD,C5,17,100,10,30,0.5
1184640,2.01504302105e+13,-77.17597,39.04771,KDCA,F3,20,330,20,40,0.5
1184642,2.01504302105e+13,-77.18765,38.91199,KDCA,M4,14,311,0,40,0.5
1184650,2.01504302105e+13,-77.17421,39.02315,KADW,B3,25,322,10,30,0.5
1184653,2.01504302105e+13,-77.20776,38.90033,KADW,Y3,21,306,0,50,0.5
1184734,2.01504302109e+13,-77.18704,39.2561,KIAD,B9,19,57,0,40,0.5
1184795,2.01504302111e+13,-77.19303,39.24919,KADW,Q4,37,334,0,30,0.5
1184818,2.01504302112e+13,-77.19458,39.24837,KBWI,L4,28,290,0,20,0.5
1184870,2.01504302115e+13,-77.20976,39.05741,KIAD,C5,15,96,0,10,0.5
1184971,2.01504302118e+13,-77.20553,39.04933,KBWI,I3,27,265,0,20,0.5
1185087,2.01504302123e+13,-77.28715,39.26608,KADW,Q4,40,329,0,50,0.5
1185177,2.01504302127e+13,-77.31357,39.26973,KIAD,B9,15,42,0,10,0.5
1185209,2.01504302129e+13,-77.14318,38.9004,KDCA,N5,12,315,0,20,0.5
1185210,2.01504302129e+13,-77.32619,39.26904,KDCA,O5,35,331,0,20,0.5
1185223,2.01504302129e+13,-77.31135,39.27405,KADW,Q4,41,328,0,50,0.5
1185241,2.0150430213e+13,-77.324,39.26318,KBWI,L4,34,288,0,10,0.5
1185332,2.01504302135e+13,-77.35998,39.27304,KDCA,O5,36,329,0,20,0.5
1186053,2.01504302215e+13,-77.33185,39.21249,KIAD,O3,12,50,0,10,0.5
1186154,2.01504302221e+13,-77.03891,39.25258,KIAD,X3,25,66,0,40,0.5
1186182,2.01504302223e+13,-77.06458,39.25309,KADW,A7,35,343,0,20,0.5
1186272,2.01504302229e+13,-77.39268,39.23643,KDCA,Y7,35,325,0,10,0.5
1186281,2.01504302229e+13,-77.39845,39.22518,KADW,O6,41,321,0,50,0.5
1186379,2.01504302235e+13,-76.90373,39.19029,KDCA,Z8,26,6,10,80,0.5
1186541,2.01504302247e+13,-76.93349,39.39245,KDCA,D9,38,2,0,30,0.5
1186708,2.01504302302e+13,-76.9652,39.23828,KLWX,F1,29,57,0,30,0.5
1186712,2.01504302303e+13,-77.1833,38.95187,KIAD,Y6,18,116,0,40,0.5
1186729,2.01504302305e+13,-77.19949,38.95074,KDCA,Y9,16,316,0,30,0.5
1186745,2.01504302305e+13,-77.00911,39.24748,KADW,E5,34,347,0,10,0.5
1186746,2.01504302305e+13,-77.20445,38.9561,KADW,U8,23,313,20,60,0.5
1186752,2.01504302307e+13,-77.00712,39.25608,KLWX,F1,28,53,0,30,0.5
1186765,2.01504302309e+13,-77.20247,38.95924,KIAD,Y6,17,116,0,20,0.5
1186800,2.01504302311e+13,-77.05933,39.23672,KDCA,I0,29,351,10,70,0.5
1186802,2.01504302311e+13,-77.05826,39.23715,KADW,E5,34,343,0,10,0.5
1186805,2.01504302312e+13,-77.07054,39.22067,KBWI,E8,22,291,0,20,0.5
1186806,2.01504302312e+13,-77.2257,38.95515,KBWI,K8,29,254,0,30,0.5
1186835,2.01504302315e+13,-77.24083,38.97396,KIAD,Y6,15,116,0,10,0.5
1186838,2.01504302315e+13,-77.09784,39.23246,KIAD,G7,22,66,0,20,0.5
1186841,2.01504302315e+13,-77.08134,39.22175,KLWX,F1,24,52,20,30,0.5
1186844,2.01504302316e+13,-77.08064,39.20469,KDOX,D2,80,287,0,10,0.5
1186845,2.01504302316e+13,-77.08064,39.20469,KDOX,D2,80,287,0,10,0.5
1186864,2.01504302317e+13,-77.09708,39.21399,KDCA,I0,28,347,0,10,0.5
1186867,2.01504302317e+13,-77.08245,39.23099,KADW,E5,34,341,0,10,0.5
1186890,2.0150430232e+13,-77.10363,39.2168,KLWX,F1,23,51,10,20,0.5
1186903,2.0150430232e+13,-77.10126,39.20927,KDOX,D2,81,287,10,20,0.5
1186905,2.0150430232e+13,-77.10126,39.20927,KDOX,D2,81,287,10,20,0.5
1186912,2.01504302321e+13,-77.11748,39.22574,KIAD,G7,21,66,0,30,0.5
1186939,2.01504302323e+13,-77.11818,39.22051,KADW,E5,34,338,0,10,0.5
1186948,2.01504302324e+13,-77.10908,39.22198,KLWX,F1,23,50,0,10,0.5
1186973,2.01504302327e+13,-77.13711,39.21903,KIAD,G7,20,66,0,20,0.5
1186994,2.01504302328e+13,-77.13089,39.2162,KLWX,F1,22,49,0,10,0.5
1187001,2.01504302329e+13,-77.14158,39.21272,KADW,E5,34,336,0,10,0.5
1187039,2.01504302333e+13,-77.22573,39.00215,KIAD,T7,15,109,0,10,0.5
1187053,2.01504302335e+13,-76.93363,39.07515,KDCA,G1,19,4,0,30,0.5
1187135,2.01504302341e+13,-77.10046,38.94102,KADW,I0,19,321,0,30,0.5
1187136,2.01504302341e+13,-77.20139,38.98243,KADW,U9,24,316,0,40,0.5
1187203,2.01504302347e+13,-77.1772,38.96621,KDCA,F1,16,321,0,20,0.5
1187204,2.01504302347e+13,-77.17158,38.95852,KADW,U9,22,316,0,30,0.5
1187213,2.01504302348e+13,-77.18469,38.96454,KBWI,Y8,27,254,0,10,0.5
1187275,2.01504302353e+13,-77.18179,38.96324,KDCA,F1,16,320,0,10,0.5
1187279,2.01504302353e+13,-77.17741,38.95402,KADW,U9,22,315,0,10,0.5
1187330,2.01504302359e+13,-77.19078,38.95711,KDCA,F1,16,318,0,40,0.5
1187336,2.01504302359e+13,-77.22014,38.96742,KADW,U9,24,313,0,40,0.5
1188398,2.01505010703e+13,-76.96573,38.92578,KDCA,I0,10,359,0,40,0.5
1188401,2.01505010712e+13,-77.01588,38.92601,KADW,C1,16,330,0,10,0.5
1188402,2.01505010729e+13,-77.10666,38.92237,KIAD,I0,22,116,0,10,0.5
1303549,2.01505052203e+13,-76.91462,38.91971,KLWX,O3,27,97,0,10,0.5
1303551,2.01505052203e+13,-76.91954,38.92777,KIAD,R5,30,108,0,30,0.5
1303609,2.01505052204e+13,-76.92943,38.91829,KDOX,F0,70,275,0,20,0.5
1303610,2.01505052204e+13,-76.92943,38.91829,KDOX,F0,70,275,0,20,0.5
1303715,2.01505052206e+13,-76.90272,38.90709,KADW,C3,13,348,0,40,0.5
1303830,2.01505052209e+13,-76.90695,38.90549,KIAD,R5,31,110,0,50,0.5
1304418,2.01505052223e+13,-76.96835,39.0692,KDOX,J0,73,282,0,10,0.5
1304419,2.01505052223e+13,-76.96835,39.0692,KDOX,J0,73,282,0,10,0.5
1304574,2.01505052227e+13,-76.95115,39.07471,KIAD,I6,27,91,0,20,0.5
1304842,2.01505052233e+13,-76.92975,39.07431,KIAD,I6,28,91,0,10,0.5
1317236,2.01505061817e+13,-77.04365,39.29327,KDOX,A0,80,291,0,20,0.5
1317238,2.01505061817e+13,-77.01708,39.2924,KLWX,X0,29,49,0,20,0.5
1317262,2.01505061818e+13,-77.04573,39.28875,KDCA,A0,32,353,0,80,0.5
1317274,2.01505061819e+13,-77.01561,39.27099,KCCX,S6,109,155,0,20,0.5
1317360,2.01505061826e+13,-77.02347,39.28757,KDOX,A0,79,291,0,50,0.5
1317361,2.01505061826e+13,-77.02347,39.28757,KDOX,A0,79,291,0,50,0.5
1317401,2.01505061829e+13,-77.02446,39.28619,KCCX,S6,108,155,0,20,0.5
1317728,2.01505061848e+13,-77.39978,38.93235,KDCA,C0,23,297,0,20,0.5
1317866,2.01505061854e+13,-77.39978,38.93235,KDCA,C0,23,297,40,90,0.75
1317873,2.01505061855e+13,-77.39342,38.92777,KBWI,D0,37,255,0,40,0.5
1317952,2.01505061858e+13,-77.3919,38.92082,KADW,B0,29,298,40,100,1.0
1318004,2.01505061901e+13,-77.38962,38.91741,KBWI,D0,37,254,30,90,0.75
1318080,2.01505061904e+13,-77.39683,38.91331,KADW,B0,29,297,40,100,1.0
1318121,2.01505061906e+13,-77.39119,38.90747,KDCA,C0,22,294,50,100,1.0
1318122,2.01505061907e+13,-77.39865,38.9116,KAKQ,C0,117,351,40,100,0.75
1318133,2.01505061907e+13,-77.3856,38.90711,KBWI,D0,37,253,30,100,0.75
1318689,2.01505061928e+13,-77.36805,38.92027,KADW,F0,28,299,50,70,1.0
1318755,2.0150506193e+13,-77.36906,38.94178,KDCA,G0,22,300,60,80,1.25
1318768,2.01505061931e+13,-77.35224,38.93666,KBWI,J0,35,255,40,70,0.75
1318846,2.01505061934e+13,-77.34739,38.93407,KLWX,R2,7,111,0,10,0.5
1318864,2.01505061934e+13,-77.35772,38.93443,KADW,F0,28,301,50,70,1.0
1318881,2.01505061935e+13,-77.37374,38.94667,KCCX,N8,122,166,40,90,0.75
1318969,2.01505061937e+13,-77.35224,38.93666,KBWI,J0,35,255,0,20,0.5
1318984,2.01505061938e+13,-77.35051,38.9335,KDCA,G0,21,300,30,70,0.75
1319041,2.0150506194e+13,-77.35565,38.94117,KDOX,G0,90,275,30,80,0.75
1319042,2.0150506194e+13,-77.35565,38.94117,KDOX,G0,90,275,30,80,0.75
1319054,2.0150506194e+13,-77.32964,38.95531,KCCX,N8,122,165,20,90,0.5
1319061,2.0150506194e+13,-77.35772,38.93443,KADW,F0,28,301,30,60,0.75
1319141,2.01505061943e+13,-77.33165,38.94111,KBWI,J0,34,255,0,10,0.5
1319170,2.01505061944e+13,-77.32821,38.93025,KDCA,G0,20,301,0,70,0.5
1319255,2.01505061946e+13,-77.33413,38.93264,KADW,F0,27,302,0,50,0.5
1319370,2.0150506195e+13,-77.32035,38.94015,KDCA,G0,20,303,0,90,0.5
1319432,2.01505061951e+13,-77.27596,38.94972,KLWX,R2,10,99,0,70,0.5
1319448,2.01505061952e+13,-77.30548,38.93661,KADW,F0,26,304,10,90,0.5
1319514,2.01505061955e+13,-77.28622,38.98831,KDOX,G0,87,277,30,100,0.5
1319515,2.01505061955e+13,-77.28622,38.98831,KDOX,G0,87,277,30,100,0.5
1319529,2.01505061955e+13,-77.27561,38.97189,KBWI,J0,31,257,0,90,0.5
1319565,2.01505061955e+13,-77.29144,38.98061,KCCX,S8,121,164,20,100,0.5
1319578,2.01505061956e+13,-77.27824,38.99166,KAKQ,I0,121,354,20,100,0.5
1319593,2.01505061956e+13,-77.27357,38.96708,KLWX,R2,10,93,40,60,1.0
1319598,2.01505061956e+13,-77.28947,38.97298,KDCA,G0,20,310,40,100,0.75
1319650,2.01505061958e+13,-77.27685,38.96714,KADW,F0,26,309,60,100,1.25
1319678,2.01505061959e+13,-77.28622,38.98831,KDOX,G0,87,277,80,100,1.5
1319679,2.01505061959e+13,-77.28622,38.98831,KDOX,G0,87,277,80,100,1.5
1319715,2.01505062e+13,-77.27325,38.9758,KLWX,R2,10,90,50,80,1.5
1319747,2.01505062e+13,-77.27824,38.99166,KAKQ,I0,121,354,50,100,1.0
1319756,2.01505062001e+13,-77.29716,38.99669,KCCX,S8,120,164,80,100,1.5
1319760,2.01505062001e+13,-77.27561,38.97189,KBWI,J0,31,257,50,90,1.0
1319781,2.01505062002e+13,-77.26379,38.97068,KDCA,G0,19,312,70,90,1.5
1319833,2.01505062004e+13,-77.26495,38.98661,KDOX,G0,86,277,60,80,1.25
1319834,2.01505062004e+13,-77.26495,38.98661,KDOX,G0,86,277,60,80,1.25
1319840,2.01505062004e+13,-77.26445,38.97878,KADW,F0,26,311,60,80,1.25
1319846,2.01505062004e+13,-77.25187,38.97576,KLWX,R2,11,90,30,80,1.0
1319906,2.01505062005e+13,-77.29716,38.99669,KCCX,S8,120,164,70,90,1.25
1319952,2.01505062007e+13,-77.25482,38.97576,KBWI,J0,30,257,40,70,0.75
1319974,2.01505062008e+13,-77.25902,38.97477,KDCA,G0,19,313,30,60,0.75
1319992,2.01505062009e+13,-77.25187,38.97576,KLWX,R2,11,90,0,60,0.5
1320007,2.01505062009e+13,-77.26495,38.98661,KDOX,G0,86,277,20,70,0.5
1320008,2.01505062009e+13,-77.26495,38.98661,KDOX,G0,86,277,20,70,0.5
1320068,2.0150506201e+13,-77.24825,38.96789,KADW,F0,25,311,10,60,0.5
1320072,2.0150506201e+13,-77.24807,38.99034,KCCX,S8,121,163,20,80,0.5
1320135,2.01505062013e+13,-77.23052,38.97921,KLWX,R2,12,89,0,20,0.5
1320172,2.01505062014e+13,-77.23404,38.97099,KDCA,G0,18,315,0,40,0.5
1320183,2.01505062014e+13,-77.24368,38.9849,KDOX,G0,85,277,0,60,0.5
1320184,2.01505062014e+13,-77.24368,38.9849,KDOX,G0,85,277,0,60,0.5
1320230,2.01505062015e+13,-77.25414,39.00634,KCCX,S8,120,163,0,50,0.5
1320269,2.01505062016e+13,-77.23583,38.97875,KADW,F0,25,313,10,50,0.5
1320367,2.01505062019e+13,-77.24017,39.00949,KDOX,G0,85,278,10,70,0.5
1320368,2.01505062019e+13,-77.24017,39.00949,KDOX,G0,85,278,10,70,0.5
1320389,2.0150506202e+13,-77.23903,38.99046,KDCA,G0,19,317,10,60,0.5
1320479,2.01505062022e+13,-77.22944,38.98405,KADW,F0,25,314,0,40,0.5
1320616,2.01505062026e+13,-77.22852,38.99788,KDCA,G0,19,319,0,10,0.5
1323527,2.01505062128e+13,-77.39964,39.16527,KCCX,L0,109,165,0,10,0.5
1323670,2.01505062131e+13,-77.36493,39.27324,KBWI,R0,36,288,0,30,0.5
1323830,2.01505062134e+13,-77.36122,39.28849,KADW,D2,43,326,0,20,0.5
1323972,2.01505062137e+13,-77.35635,39.29311,KBWI,R0,36,290,0,20,0.5
1323973,2.01505062137e+13,-77.38522,39.2124,KBWI,C1,36,282,0,30,0.5
1324007,2.01505062137e+13,-77.38749,39.21567,KDOX,N0,94,285,30,80,0.75
1324008,2.01505062137e+13,-77.38749,39.21567,KDOX,N0,94,285,30,80,0.75
1324041,2.01505062138e+13,-77.37456,39.19246,KLWX,D6,14,22,30,70,1.0
1324054,2.01505062138e+13,-77.37756,39.22175,KCCX,L0,106,164,30,70,0.75
1324176,2.0150506214e+13,-77.36122,39.28849,KADW,D2,43,326,10,10,0.5
1324180,2.0150506214e+13,-77.38247,39.19211,KADW,C2,39,320,30,80,0.75
1324202,2.01505062141e+13,-77.38749,39.21567,KDOX,N0,94,285,50,80,0.75
1324203,2.01505062141e+13,-77.38749,39.21567,KDOX,N0,94,285,50,80,0.75
1324305,2.01505062142e+13,-77.36131,39.20624,KLWX,D6,15,23,40,70,1.0
1324318,2.01505062142e+13,-77.34556,39.2463,KCCX,L0,105,163,60,90,1.0
1324350,2.01505062143e+13,-77.3404,39.2779,KBWI,R0,35,289,0,20,0.5
1324354,2.01505062143e+13,-77.3642,39.20907,KBWI,C1,35,282,20,90,0.75
1324428,2.01505062144e+13,-77.36526,39.19013,KDCA,E2,32,324,30,90,0.75
1324438,2.01505062144e+13,-77.36666,39.2117,KDOX,N0,93,285,50,80,1.0
1324439,2.01505062144e+13,-77.36666,39.2117,KDOX,N0,93,285,50,80,1.0
1324530,2.01505062146e+13,-77.36122,39.28849,KADW,D2,43,326,0,10,0.5
1324533,2.01505062146e+13,-77.35989,39.2065,KADW,C2,39,322,20,80,0.75
1324542,2.01505062146e+13,-77.346,39.20079,KLWX,D6,15,26,50,80,1.25
1324594,2.01505062147e+13,-77.33945,39.2303,KCCX,L0,106,163,70,90,1.25
1324599,2.01505062147e+13,-77.34583,39.20772,KDOX,N0,92,285,70,80,1.25
1324600,2.01505062147e+13,-77.34583,39.20772,KDOX,N0,92,285,70,80,1.25
1324705,2.01505062149e+13,-77.34053,39.21541,KBWI,C1,34,283,30,100,0.75
1324735,2.0150506215e+13,-77.3457,39.20088,KDCA,E2,32,326,60,90,1.25
1324748,2.0150506215e+13,-77.34583,39.20772,KDOX,N0,92,285,70,80,1.25
1324749,2.0150506215e+13,-77.34583,39.20772,KDOX,N0,92,285,70,80,1.25
1324761,2.01505062151e+13,-77.33121,39.21368,KLWX,D6,16,27,70,80,1.75
1324836,2.01505062151e+13,-77.33945,39.2303,KCCX,L0,106,163,70,90,1.25
1324906,2.01505062152e+13,-77.34836,39.21346,KADW,C2,39,323,70,100,1.25
1324937,2.01505062153e+13,-77.33732,39.23367,KDOX,N0,92,286,80,80,1.5
1324938,2.01505062153e+13,-77.33732,39.23367,KDOX,N0,92,286,80,80,1.5
1325015,2.01505062155e+13,-77.33766,39.22505,KBWI,C1,34,284,40,100,1.0
1325028,2.01505062155e+13,-77.32144,39.22853,KLWX,D6,17,27,50,80,1.25
1325037,2.01505062156e+13,-77.32566,39.21109,KDCA,E2,32,328,80,100,1.75
1325068,2.01505062156e+13,-77.33945,39.2303,KCCX,L0,106,163,70,100,1.5
1325129,2.01505062157e+13,-77.33732,39.23367,KDOX,N0,92,286,70,100,1.25
1325130,2.01505062157e+13,-77.33732,39.23367,KDOX,N0,92,286,70,100,1.25
1325184,2.01505062157e+13,-77.31276,39.24058,KAKQ,Y0,136,354,-999,-999,-999.0
1325214,2.01505062158e+13,-77.32483,39.2269,KADW,C2,39,325,40,100,1.0
1325285,2.01505062159e+13,-77.3158,39.22624,KLWX,D6,17,28,20,80,0.75
1325316,2.015050622e+13,-77.31658,39.2294,KDOX,N0,91,286,60,80,1.0
1325317,2.015050622e+13,-77.31658,39.2294,KDOX,N0,91,286,60,80,1.0
1325348,2.01505062201e+13,-77.31276,39.24058,KAKQ,Y0,136,354,-999,-999,-999.0
1325357,2.01505062201e+13,-77.33945,39.2303,KCCX,L0,106,163,60,80,1.0
1325365,2.01505062201e+13,-77.3138,39.23046,KBWI,C1,33,285,20,80,0.5
1325400,2.01505062202e+13,-77.34855,39.23931,KDCA,E2,34,328,20,80,0.75
1325503,2.01505062203e+13,-77.31658,39.2294,KDOX,N0,91,286,40,70,0.75
1325504,2.01505062203e+13,-77.31658,39.2294,KDOX,N0,91,286,40,70,0.75
1325526,2.01505062204e+13,-77.31021,39.22387,KLWX,D6,17,29,0,40,0.5
1325553,2.01505062204e+13,-77.33723,39.24052,KADW,C2,40,325,10,60,0.5
1325583,2.01505062205e+13,-77.30152,39.23935,KCCX,L0,106,162,20,60,0.5
1325643,2.01505062206e+13,-77.31658,39.2294,KDOX,N0,91,286,10,50,0.5
1325644,2.01505062206e+13,-77.31658,39.2294,KDOX,N0,91,286,10,50,0.5
1325789,2.01505062208e+13,-77.29392,39.23585,KLWX,D6,18,30,0,30,0.5
1325823,2.01505062209e+13,-77.29506,39.22344,KCCX,L0,107,162,0,50,0.5
1326038,2.01505062213e+13,-77.28238,39.23043,KLWX,D6,18,32,0,60,0.5
1326043,2.01505062213e+13,-77.28693,39.2504,KDOX,N0,90,287,0,80,0.5
1326044,2.01505062213e+13,-77.28693,39.2504,KDOX,N0,90,287,0,80,0.5
1326124,2.01505062214e+13,-77.26379,39.24891,KCCX,L0,106,161,10,70,0.5
1326200,2.01505062216e+13,-77.26629,39.24584,KDOX,N0,89,287,20,80,0.5
1326201,2.01505062216e+13,-77.26629,39.24584,KDOX,N0,89,287,20,80,0.5
1326228,2.01505062216e+13,-77.27697,39.23174,KADW,C2,38,328,0,60,0.5
1326252,2.01505062217e+13,-77.26498,39.24157,KLWX,D6,19,33,0,70,0.5
1326368,2.01505062218e+13,-77.26379,39.24891,KCCX,L0,106,161,0,50,0.5
1326417,2.01505062219e+13,-77.26604,39.23944,KBWI,C1,31,287,0,30,0.5
1326427,2.01505062219e+13,-77.26629,39.24584,KDOX,N0,89,287,10,70,0.5
1326428,2.01505062219e+13,-77.26629,39.24584,KDOX,N0,89,287,10,70,0.5
1326452,2.0150506222e+13,-77.28346,39.24901,KDCA,E2,33,333,0,80,0.5
1326515,2.01505062221e+13,-77.2532,39.23537,KLWX,D6,19,35,0,30,0.5
1326571,2.01505062222e+13,-77.26629,39.24584,KDOX,N0,89,287,0,50,0.5
1326572,2.01505062222e+13,-77.26629,39.24584,KDOX,N0,89,287,0,50,0.5
1326584,2.01505062222e+13,-77.26488,39.23756,KADW,C2,38,329,20,70,0.5
1326625,2.01505062223e+13,-77.26379,39.24891,KCCX,L0,106,161,0,60,0.5
1326737,2.01505062225e+13,-77.24218,39.24302,KBWI,C1,30,288,0,20,0.5
1327396,2.01505062236e+13,-77.22627,39.25896,KCCX,U2,106,160,0,10,0.5
1327499,2.01505062239e+13,-77.1963,39.2648,KLWX,D6,22,38,0,20,0.5
1327616,2.0150506224e+13,-77.19647,39.28514,KCCX,U2,105,159,0,60,0.5
1327731,2.01505062241e+13,-77.20609,39.28519,KDOX,Y0,87,289,0,70,0.5
1327732,2.01505062241e+13,-77.20609,39.28519,KDOX,Y0,87,289,0,70,0.5
1327893,2.01505062245e+13,-77.18566,39.28006,KDOX,Y0,86,289,0,40,0.5
1327894,2.01505062245e+13,-77.18566,39.28006,KDOX,Y0,86,289,0,40,0.5
1327898,2.01505062245e+13,-77.18897,39.26951,KCCX,U2,106,159,0,40,0.5
1328280,2.01505062251e+13,-77.15189,39.28055,KCCX,U2,106,158,0,10,0.5
1872639,2.01505162052e+13,-77.37443,38.96869,KDOX,K1,91,276,0,40,0.5
1872642,2.01505162052e+13,-77.37443,38.96869,KDOX,K1,91,276,0,40,0.5
1872920,2.01505162055e+13,-77.34243,38.97408,KDCA,I1,22,306,30,80,0.75
1872966,2.01505162055e+13,-77.35274,38.97136,KADW,N0,29,305,10,60,0.5
1872988,2.01505162055e+13,-77.35313,38.96729,KDOX,K1,90,276,0,40,0.5
1872989,2.01505162055e+13,-77.35313,38.96729,KDOX,K1,90,276,0,40,0.5
1873192,2.01505162057e+13,-77.34038,38.98761,KCCX,X6,120,165,0,70,0.5
1873277,2.01505162058e+13,-77.34082,38.96992,KBWI,Q0,34,258,0,70,0.5
1873289,2.01505162058e+13,-77.31639,38.98518,KLWX,F9,8,86,0,10,0.5
1873307,2.01505162058e+13,-77.30387,39.01546,KDOX,K1,88,278,0,30,0.5
1873310,2.01505162058e+13,-77.30387,39.01546,KDOX,K1,88,278,0,30,0.5
1873425,2.01505162059e+13,-77.34464,38.98465,KDIX,M1,148,248,-999,-999,-999.0
1873600,2.01505162101e+13,-77.26454,39.03972,KDCA,K1,22,320,0,10,0.5
1873603,2.01505162101e+13,-77.32752,38.98937,KDCA,I1,22,309,0,50,0.5
1873654,2.01505162101e+13,-77.34038,38.98761,KCCX,X6,120,165,0,50,0.5
1873682,2.01505162101e+13,-77.33358,38.9918,KADW,N0,29,308,0,50,0.5
1873683,2.01505162101e+13,-77.26818,39.04802,KADW,O0,29,317,0,60,0.5
1873722,2.01505162102e+13,-77.30387,39.01546,KDOX,K1,88,278,0,10,0.5
1873725,2.01505162102e+13,-77.30387,39.01546,KDOX,K1,88,278,0,10,0.5
1874091,2.01505162105e+13,-77.27376,39.06366,KDOX,K1,87,280,0,30,0.5
1874093,2.01505162105e+13,-77.27376,39.06366,KDOX,K1,87,280,0,30,0.5
1874144,2.01505162105e+13,-77.32008,39.061,KCCX,W5,116,164,0,30,0.5
1874324,2.01505162107e+13,-77.28927,39.1094,KDCA,S1,26,324,0,30,0.5
1874325,2.01505162107e+13,-77.31702,38.99921,KDCA,B2,22,311,0,40,0.5
1874326,2.01505162107e+13,-77.28486,39.0481,KDCA,K1,23,319,0,70,0.5
1874347,2.01505162107e+13,-77.29806,39.05415,KLWX,H9,10,62,0,10,0.5
1874359,2.01505162107e+13,-77.3036,38.99432,KADW,N0,28,310,0,10,0.5
1874360,2.01505162107e+13,-77.33009,39.04665,KADW,O0,31,313,0,60,0.5
1874422,2.01505162108e+13,-77.29491,39.06622,KDOX,K1,88,280,0,30,0.5
1874427,2.01505162108e+13,-77.29491,39.06622,KDOX,K1,88,280,0,30,0.5
1874623,2.01505162109e+13,-77.27846,39.07034,KCCX,W5,116,163,0,60,0.5
1874862,2.01505162111e+13,-77.29491,39.06622,KDOX,K1,88,280,0,60,0.5
1874865,2.01505162111e+13,-77.29491,39.06622,KDOX,K1,88,280,0,60,0.5
1874882,2.01505162112e+13,-77.2811,39.06477,KLWX,H9,11,61,0,30,0.5
